gene name	test_pipeline	first_sample	second_sample	third_sample
OR6M1	0.0	0.0	0.0	0.0
SPOCK3	0.0	0.0	0.0	0.0
ZNF676	0.0	5.0	0.0	0.0
ZNF699	0.0	0.0	0.0	0.0
RP3-391O22.3	0.0	0.0	0.0	0.0
ADAM5	0.0	0.0	0.0	0.0
TDRD7	0.0	0.0	0.0	60.0
CCDC189	0.0	0.0	0.0	0.0
OR8A1	0.0	0.0	0.0	0.0
KIAA0895L	0.0	0.0	0.0	0.0
HLA-DRB1	0.0	0.0	0.0	0.0
VN1R2	0.0	0.0	0.0	0.0
MYT1	0.0	0.0	0.0	0.0
SERPINA3	0.0	0.0	0.0	0.0
AKR1C3	43.0	39.0	0.0	0.0
SPATS2L	295.0	311.0	48.0	226.0
OR11H13P	0.0	0.0	0.0	0.0
ZNF250	0.0	0.0	6.0	0.0
WDSUB1	6.0	40.0	0.0	0.0
ZNF79	1.0	0.0	0.0	0.0
S100A4	9.0	0.0	0.0	0.0
PLEKHG4	0.0	0.0	0.0	0.0
KRTAP4-3	0.0	0.0	0.0	0.0
FAT4	0.0	0.0	0.0	0.0
C8orf86	0.0	0.0	0.0	0.0
COLCA1	0.0	0.0	0.0	0.0
KIF19	0.0	0.0	0.0	0.0
OR6K2	0.0	0.0	0.0	0.0
ZNF681	2.0	7.0	0.0	1.0
ACADSB	0.0	2.0	0.0	59.0
STK40	10.0	65.0	0.0	0.0
RPS2P4	0.0	0.0	1.0	0.0
OR10J1	0.0	0.0	0.0	0.0
TMEM63A	24.0	13.0	3.0	55.0
CTSE	0.0	0.0	0.0	0.0
SEMA4A	0.0	0.0	0.0	0.0
HRCT1	0.0	0.0	0.0	0.0
MPHOSPH8	60.0	5.0	11.0	0.0
RNF216P1	66.0	24.0	23.0	52.0
EEF1A1P5	25.0	37.0	3.0	64.0
GREB1	15.0	0.0	1.0	0.0
SIRPB2	0.0	0.0	0.0	0.0
ZNF766	36.0	82.0	18.0	77.0
RYR1	0.0	0.0	0.0	0.0
SRGAP3	4.0	0.0	0.0	0.0
KRTAP5-3	0.0	0.0	0.0	0.0
FAM217B	36.0	43.0	4.0	0.0
SULT1C3	0.0	0.0	0.0	0.0
TUBB	1459.0	1778.0	341.0	2222.0
LCOR	57.0	12.0	1.0	64.0
SUPT5H	23.0	70.0	5.0	77.0
XPNPEP3	66.0	68.0	1.0	65.0
OR2T2	0.0	0.0	0.0	0.0
OR2C3	0.0	0.0	0.0	0.0
LINC00615	0.0	0.0	0.0	0.0
ZNF107	0.0	0.0	0.0	0.0
OR10S1	0.0	0.0	0.0	0.0
SFTA2	0.0	0.0	0.0	0.0
PPIA	931.0	1282.0	187.0	1370.0
ZNF471	0.0	0.0	1.0	0.0
OR10J3	0.0	0.0	0.0	0.0
ZNF836	0.0	0.0	0.0	0.0
ZNF493	5.0	9.0	0.0	84.0
LINC00523	0.0	0.0	0.0	0.0
Metazoa_SRP	0.0	0.0	0.0	0.0
GTF2IRD2	1.0	0.0	0.0	1.0
GRM7	0.0	0.0	0.0	0.0
SUPT3H	0.0	8.0	1.0	32.0
BECN2	0.0	0.0	0.0	0.0
NIF3L1	132.0	2.0	18.0	254.0
AC005154.6	0.0	0.0	2.0	0.0
ATP2A1	0.0	0.0	0.0	1.0
HLA-DRB9	0.0	0.0	0.0	0.0
RP11-497H16.5	0.0	0.0	0.0	0.0
IARS	68.0	7.0	11.0	77.0
MFSD14C	0.0	7.0	4.0	0.0
POM121	18.0	68.0	6.0	42.0
ZBTB44	0.0	6.0	1.0	30.0
GIMAP5	0.0	0.0	0.0	16.0
STK31	0.0	3.0	0.0	0.0
CGB7	0.0	0.0	0.0	0.0
NLGN3	0.0	0.0	0.0	0.0
OR8D1	0.0	0.0	0.0	0.0
ADH7	0.0	0.0	0.0	0.0
ZKSCAN7	43.0	0.0	0.0	0.0
ZNF729	0.0	0.0	0.0	0.0
CD55	0.0	31.0	0.0	0.0
CPNE4	0.0	0.0	0.0	0.0
ZNF565	0.0	0.0	0.0	0.0
NTNG2	0.0	0.0	0.0	0.0
ELAVL3	0.0	0.0	0.0	1.0
WDR5	70.0	46.0	3.0	0.0
PRSS29P	0.0	0.0	0.0	0.0
LONP1	76.0	12.0	13.0	129.0
C9orf163	0.0	0.0	0.0	0.0
TRRAP	18.0	9.0	0.0	1.0
NUDT11	0.0	0.0	0.0	0.0
SRGAP2B	0.0	0.0	0.0	0.0
FUT4	0.0	0.0	0.0	0.0
ASB13	1.0	1.0	9.0	2.0
SLC35F1	0.0	0.0	0.0	0.0
ZNF34	0.0	0.0	0.0	0.0
ZNF781	21.0	2.0	0.0	0.0
OR4Q2	0.0	0.0	0.0	0.0
ZNF140	0.0	0.0	0.0	14.0
INCA1	0.0	0.0	0.0	0.0
CTD-2503O16.3	0.0	0.0	0.0	0.0
ZNF774	0.0	0.0	0.0	0.0
RP13-77O11.11	0.0	0.0	0.0	0.0
PTPN1	32.0	10.0	0.0	72.0
OR10D1P	0.0	0.0	0.0	0.0
EVL	0.0	0.0	1.0	0.0
SPANXD	0.0	0.0	0.0	0.0
THEM5	0.0	0.0	0.0	0.0
NOXO1	0.0	0.0	0.0	0.0
EPHB4	44.0	0.0	2.0	92.0
PRTN3	0.0	0.0	0.0	0.0
ZNF765	0.0	16.0	0.0	3.0
ZNF124	131.0	149.0	10.0	0.0
XRCC6	854.0	709.0	149.0	2390.0
S100A5	0.0	0.0	0.0	0.0
LINC00176	0.0	0.0	0.0	0.0
PPP1R26	0.0	0.0	0.0	0.0
NBPF4	0.0	0.0	0.0	0.0
TSC22D2	41.0	23.0	0.0	3.0
CRYBA4	0.0	0.0	0.0	0.0
ASMT	0.0	0.0	0.0	0.0
NPIPB15	2.0	0.0	0.0	0.0
ZNF569	0.0	0.0	0.0	0.0
ARMCX4	0.0	0.0	0.0	0.0
YRDC	165.0	17.0	6.0	0.0
ZNF777	0.0	5.0	0.0	0.0
PIK3R4	10.0	0.0	1.0	19.0
ZNF775	0.0	4.0	0.0	0.0
ZNF605	15.0	0.0	0.0	0.0
TRAPPC2	1.0	26.0	2.0	2.0
RFX8	0.0	0.0	0.0	0.0
MYL6B	92.0	32.0	18.0	21.0
ZNF799	0.0	0.0	0.0	0.0
FGF16	0.0	0.0	0.0	0.0
SIAH1	7.0	1.0	10.0	13.0
RP13-644M16.4	0.0	0.0	0.0	0.0
GK2	0.0	0.0	0.0	0.0
C20orf96	0.0	0.0	5.0	0.0
ESRRG	0.0	0.0	0.0	0.0
IPO4	35.0	15.0	1.0	7.0
NCOR2	6.0	0.0	0.0	0.0
SULT1A1	32.0	0.0	0.0	11.0
ARL9	0.0	0.0	0.0	0.0
PRPF40A	510.0	368.0	79.0	605.0
GDAP2	54.0	39.0	0.0	30.0
TCEAL3	0.0	0.0	0.0	0.0
ANAPC7	14.0	85.0	12.0	117.0
TPK1	6.0	0.0	0.0	0.0
SLC6A9	0.0	2.0	0.0	0.0
AFAP1	0.0	0.0	0.0	0.0
NACA	1866.0	1257.0	186.0	2972.0
OR9K1P	0.0	0.0	0.0	0.0
MYO18A	8.0	13.0	5.0	33.0
OR2T3	0.0	0.0	0.0	0.0
SPTSSB	29.0	3.0	0.0	22.0
BORCS6	43.0	6.0	7.0	156.0
MAN2A2	0.0	0.0	0.0	0.0
MME	0.0	0.0	0.0	0.0
FAM72A	0.0	2.0	0.0	0.0
LINC00238	0.0	0.0	0.0	0.0
CACNA1H	0.0	6.0	0.0	18.0
SULF2	0.0	0.0	2.0	77.0
RP3-499B10.3	0.0	0.0	0.0	0.0
HBG2	0.0	0.0	0.0	0.0
RP11-57C13.3	0.0	0.0	0.0	0.0
LAMA2	0.0	8.0	0.0	0.0
PFN3	0.0	0.0	0.0	0.0
PLXNB2	27.0	47.0	10.0	86.0
OR5AC2	0.0	0.0	0.0	0.0
AJAP1	0.0	0.0	0.0	0.0
XRCC2	0.0	23.0	0.0	33.0
MYO6	91.0	27.0	0.0	127.0
MKL1	0.0	3.0	3.0	25.0
CTB-25J19.1	0.0	0.0	0.0	0.0
HDAC2	334.0	365.0	99.0	643.0
ANKRD20A19P	0.0	0.0	0.0	0.0
ZNF782	0.0	2.0	0.0	4.0
SLC22A25	0.0	0.0	0.0	0.0
POTEF	0.0	2.0	0.0	0.0
ZNF846	0.0	0.0	0.0	0.0
MMP1	0.0	0.0	0.0	0.0
ADH1B	0.0	0.0	0.0	0.0
UGT2B15	0.0	0.0	0.0	0.0
TCF4	31.0	62.0	1.0	99.0
WNK3	0.0	0.0	0.0	0.0
LUADT1	0.0	0.0	0.0	0.0
SDHAF3	23.0	80.0	14.0	78.0
HRH1	0.0	0.0	0.0	0.0
RABL6	17.0	19.0	1.0	7.0
ZNF136	0.0	0.0	0.0	42.0
ZKSCAN5	0.0	0.0	0.0	0.0
ZNF502	0.0	0.0	0.0	0.0
TRAPPC4	309.0	127.0	29.0	253.0
AC004057.1	2.0	0.0	0.0	1.0
TTC30B	0.0	0.0	0.0	0.0
SLC30A10	0.0	16.0	19.0	44.0
OR8B3	0.0	0.0	0.0	0.0
TECPR2	65.0	0.0	0.0	0.0
TLR7	0.0	0.0	0.0	0.0
FAM180B	0.0	0.0	0.0	0.0
LINC00173	0.0	7.0	0.0	0.0
ZFP62	2.0	0.0	0.0	0.0
ERI2	0.0	14.0	0.0	2.0
TOMM7	271.0	139.0	42.0	334.0
HSH2D	0.0	0.0	0.0	0.0
TRPV1	0.0	0.0	0.0	0.0
ZNF33B	0.0	0.0	0.0	5.0
PDXDC2P	0.0	10.0	0.0	0.0
ZNF512B	0.0	0.0	0.0	0.0
AMZ2	117.0	88.0	0.0	241.0
ZNF431	0.0	29.0	6.0	0.0
FAM150A	0.0	0.0	0.0	0.0
NF1	24.0	5.0	6.0	51.0
VKORC1L1	4.0	6.0	4.0	24.0
ZNF418	0.0	0.0	0.0	0.0
DAPK1	35.0	15.0	10.0	9.0
LCE1B	0.0	0.0	0.0	0.0
HLA-DQA1	0.0	0.0	0.0	0.0
COL27A1	0.0	0.0	0.0	40.0
LINC01560	0.0	0.0	0.0	4.0
GM2A	11.0	1.0	1.0	0.0
HIST1H2AI	0.0	0.0	0.0	0.0
CLPSL2	0.0	0.0	0.0	0.0
S100A2	0.0	7.0	0.0	0.0
SNHG17	123.0	35.0	1.0	27.0
ZNF700	0.0	6.0	3.0	0.0
AC079612.1	0.0	0.0	0.0	0.0
POU3F4	0.0	0.0	0.0	0.0
OR14A16	0.0	0.0	0.0	0.0
CD47	3.0	0.0	15.0	14.0
OR52K1	0.0	0.0	0.0	0.0
TLE1	70.0	2.0	16.0	156.0
MAML3	0.0	0.0	0.0	0.0
HIST1H2AG	0.0	0.0	0.0	0.0
STRN3	159.0	79.0	1.0	15.0
ZNF239	0.0	0.0	0.0	0.0
NPIPB10P	0.0	0.0	0.0	0.0
SPINK14	0.0	0.0	0.0	0.0
SPRR2B	0.0	0.0	0.0	0.0
CTBP1-AS2	0.0	1.0	3.0	0.0
CHRNG	0.0	0.0	0.0	0.0
ZSCAN16	0.0	8.0	0.0	0.0
MVB12B	0.0	0.0	0.0	0.0
C6orf106	0.0	26.0	0.0	0.0
CTD-2192J16.17	0.0	0.0	0.0	0.0
OR11G2	0.0	0.0	0.0	0.0
POTEI	1.0	0.0	0.0	0.0
ADA	0.0	0.0	0.0	57.0
ARID5A	0.0	0.0	0.0	85.0
PATE2	0.0	0.0	0.0	0.0
PPTC7	33.0	17.0	0.0	39.0
KRT39	0.0	0.0	0.0	0.0
TOMM20L	0.0	0.0	0.0	0.0
RGPD4	0.0	0.0	0.0	0.0
NHLRC2	120.0	18.0	15.0	74.0
HIST1H2AD	0.0	7.0	0.0	0.0
ZFP28	6.0	0.0	0.0	0.0
KIAA1211L	0.0	5.0	0.0	0.0
CBWD3	0.0	3.0	0.0	0.0
SCN8A	0.0	0.0	0.0	0.0
LAMB3	0.0	0.0	0.0	0.0
HIST3H2BB	0.0	0.0	0.0	0.0
AC090286.4	0.0	0.0	0.0	0.0
TEX43	0.0	0.0	0.0	0.0
KPNA5	0.0	2.0	4.0	14.0
ANKRD36B	0.0	5.0	0.0	1.0
ARHGEF12	0.0	13.0	0.0	40.0
HCAR1	0.0	0.0	0.0	0.0
ZNF252P	0.0	0.0	1.0	1.0
PDLIM7	199.0	131.0	29.0	48.0
FLNA	8.0	54.0	9.0	47.0
TMEM26	0.0	0.0	0.0	0.0
RPS26P11	0.0	0.0	0.0	0.0
SRGAP1	56.0	116.0	1.0	71.0
none	0.0	0.0	0.0	0.0
FAM3C	56.0	30.0	6.0	1.0
NOP9	13.0	0.0	0.0	0.0
OR2T4	0.0	0.0	0.0	0.0
ZNF705A	0.0	0.0	0.0	0.0
SLC39A10	0.0	10.0	0.0	0.0
SCOC-AS1	0.0	0.0	10.0	8.0
CASP4	40.0	188.0	0.0	0.0
AP2A1	0.0	1.0	0.0	0.0
ZNF585A	0.0	6.0	0.0	9.0
FUT11	0.0	1.0	0.0	6.0
NXF4	0.0	0.0	0.0	0.0
SMIM10L2B	0.0	0.0	5.0	0.0
ANXA4	153.0	78.0	24.0	252.0
LAGE3	28.0	102.0	31.0	161.0
RP11-88G17.6	0.0	0.0	0.0	0.0
WDR5B	28.0	0.0	0.0	65.0
FAM163B	0.0	0.0	0.0	0.0
NPIPB9	0.0	0.0	0.0	0.0
WDR45	91.0	52.0	0.0	129.0
METTL9	132.0	273.0	4.0	232.0
ZNF138	0.0	14.0	2.0	0.0
ZNF429	52.0	0.0	0.0	1.0
ZNF470	0.0	7.0	0.0	4.0
SERTAD1	7.0	0.0	0.0	0.0
ZNF100	0.0	9.0	0.0	5.0
CXorf40B	0.0	27.0	11.0	95.0
OR51A6P	0.0	0.0	0.0	0.0
ZNF398	0.0	17.0	0.0	35.0
ZSCAN25	0.0	11.0	6.0	0.0
RBMY1A3P	0.0	0.0	0.0	0.0
ANXA6	80.0	30.0	30.0	220.0
ZNF441	0.0	0.0	1.0	0.0
GMFB	24.0	26.0	0.0	36.0
SIGLEC15	0.0	0.0	0.0	0.0
ZNF420	0.0	2.0	0.0	0.0
ZNF763	0.0	0.0	0.0	0.0
ZMYM1	0.0	7.0	0.0	0.0
DTHD1	0.0	0.0	0.0	0.0
HIST1H4C	1528.0	3416.0	458.0	325.0
ZSCAN26	0.0	7.0	4.0	0.0
MAFG	0.0	33.0	5.0	0.0
OR2T32P	0.0	0.0	0.0	0.0
ARRDC1	0.0	64.0	4.0	0.0
KIAA1671	0.0	2.0	0.0	0.0
KRT35	0.0	0.0	0.0	0.0
IGF2R	0.0	42.0	7.0	0.0
ZNF300P1	0.0	0.0	0.0	0.0
LCE1C	0.0	0.0	0.0	0.0
NPSR1-AS1	0.0	0.0	3.0	0.0
GOLGA6L16P	0.0	0.0	0.0	0.0
GAL3ST4	0.0	0.0	0.0	0.0
RP11-573D15.8	3.0	0.0	0.0	0.0
DYNC1H1	206.0	477.0	34.0	71.0
SLC6A17	0.0	0.0	0.0	1.0
IFNL3	0.0	0.0	0.0	0.0
PCBP2	37.0	70.0	25.0	6.0
ZGPAT	29.0	0.0	0.0	27.0
SLC25A29	0.0	67.0	0.0	0.0
PGAP1	0.0	0.0	0.0	10.0
SRC	0.0	0.0	0.0	0.0
ZNF679	0.0	0.0	0.0	0.0
ZNF682	0.0	2.0	3.0	0.0
OR8B8	0.0	0.0	0.0	0.0
ZNF772	24.0	18.0	0.0	26.0
ZNF257	0.0	12.0	0.0	0.0
PCNX3	0.0	0.0	5.0	58.0
ADAM32	0.0	0.0	0.0	0.0
ACSL5	0.0	0.0	0.0	0.0
LRRC8B	0.0	0.0	3.0	0.0
RP11-452G18.2	4.0	2.0	0.0	6.0
ABCB8	0.0	29.0	0.0	20.0
HIST1H3J	0.0	0.0	0.0	0.0
SND1	147.0	76.0	66.0	393.0
OR4C4P	0.0	0.0	0.0	0.0
ZNF785	0.0	0.0	0.0	0.0
SULT1A2	50.0	46.0	0.0	52.0
NEK5	0.0	0.0	0.0	0.0
PSMD12	346.0	335.0	64.0	660.0
OR2B4P	0.0	0.0	0.0	0.0
MAGEA6	0.0	0.0	0.0	0.0
RP11-76E12.1	0.0	0.0	0.0	0.0
ADGRA1	0.0	0.0	0.0	0.0
CH17-340M24.3	0.0	11.0	0.0	1.0
PIWIL2	0.0	0.0	0.0	0.0
MIRLET7BHG	0.0	0.0	0.0	0.0
NOL4L	10.0	71.0	0.0	53.0
SSXP1	0.0	0.0	0.0	0.0
CYSRT1	0.0	0.0	0.0	0.0
SLC22A4	0.0	0.0	0.0	0.0
KB-1592A4.15	0.0	0.0	0.0	0.0
ZSCAN5B	0.0	0.0	0.0	0.0
TCEA1P1	0.0	0.0	0.0	0.0
ENTPD4	18.0	0.0	0.0	0.0
C1D	63.0	14.0	8.0	12.0
TBC1D9B	35.0	0.0	15.0	2.0
OR1J2	0.0	0.0	0.0	0.0
HIST1H4J	0.0	0.0	0.0	0.0
SLC2A7	0.0	0.0	0.0	0.0
FAM110D	0.0	0.0	0.0	0.0
SERPINA1	4790.0	2858.0	983.0	7260.0
LINC00336	0.0	0.0	0.0	0.0
TPSB2	0.0	0.0	0.0	0.0
AP000445.1	0.0	0.0	0.0	0.0
KANK2	0.0	1.0	0.0	0.0
EIF4BP6	0.0	1.0	0.0	0.0
C6orf141	0.0	37.0	0.0	38.0
none	0.0	0.0	0.0	0.0
GTF2E2	200.0	85.0	4.0	9.0
IL27	0.0	0.0	0.0	0.0
GUCA2A	0.0	0.0	0.0	14.0
RAD54B	0.0	2.0	5.0	9.0
ZNF165	0.0	0.0	0.0	0.0
SYNGAP1	0.0	0.0	0.0	0.0
RAMP2-AS1	1.0	4.0	0.0	0.0
FITM2	0.0	0.0	0.0	87.0
BLM	0.0	5.0	2.0	0.0
RP11-366L20.2	0.0	0.0	10.0	0.0
ZNF720	1.0	75.0	0.0	10.0
GATA3-AS1	0.0	0.0	0.0	0.0
OR10D3	0.0	0.0	0.0	0.0
DDI2	8.0	13.0	0.0	88.0
AC060834.2	0.0	0.0	0.0	0.0
SVIL	0.0	7.0	1.0	0.0
C17orf102	0.0	0.0	0.0	0.0
TRIM33	0.0	4.0	0.0	19.0
LRP10	2.0	14.0	6.0	6.0
PELI1	22.0	0.0	0.0	0.0
CTC-499B15.5	0.0	0.0	1.0	0.0
Metazoa_SRP	0.0	0.0	0.0	0.0
ZNF655	7.0	17.0	0.0	81.0
MRPL21	320.0	358.0	66.0	510.0
LYPD2	0.0	0.0	0.0	0.0
UAP1L1	0.0	0.0	0.0	0.0
BNIP3P1	0.0	0.0	0.0	1.0
ZNF98	0.0	0.0	0.0	0.0
FBXL22	0.0	0.0	0.0	0.0
ZNF786	0.0	0.0	27.0	3.0
ZNF517	0.0	0.0	0.0	0.0
S100A7L2	0.0	0.0	0.0	0.0
ZNF675	9.0	10.0	4.0	24.0
SLC22A5	0.0	0.0	0.0	1.0
OR8S1	0.0	0.0	0.0	0.0
DACT3	0.0	0.0	0.0	0.0
ADARB1	0.0	33.0	2.0	0.0
ZNF860	0.0	2.0	0.0	0.0
HTT	95.0	3.0	2.0	129.0
OR6N1	0.0	0.0	0.0	0.0
C5AR1	0.0	0.0	0.0	8.0
DIO3	0.0	0.0	0.0	0.0
CYP2B6	0.0	0.0	0.0	0.0
HIST1H3D	0.0	2.0	0.0	0.0
DCHS2	0.0	0.0	0.0	0.0
VEPH1	0.0	0.0	0.0	0.0
FABP12	0.0	0.0	0.0	0.0
SHPK	0.0	19.0	0.0	0.0
GGT3P	0.0	0.0	0.0	0.0
OR51D1	0.0	0.0	0.0	0.0
IPP	4.0	0.0	0.0	5.0
OPALIN	0.0	0.0	0.0	0.0
OR13G1	0.0	0.0	0.0	0.0
MAP3K5	0.0	0.0	0.0	0.0
OGDHL	0.0	1.0	0.0	0.0
C16orf47	0.0	0.0	0.0	0.0
CYP2F1	0.0	0.0	0.0	0.0
GSTK1	212.0	298.0	38.0	117.0
HNRNPAB	371.0	725.0	88.0	266.0
OR2L5	0.0	0.0	0.0	0.0
STMN3	0.0	0.0	1.0	0.0
PDGFA	7.0	18.0	0.0	18.0
AC005276.1	0.0	0.0	0.0	0.0
GYPE	0.0	0.0	0.0	0.0
COL13A1	0.0	0.0	0.0	0.0
RP11-747H12.1	0.0	0.0	0.0	0.0
SPN	0.0	0.0	0.0	0.0
ZNF695	0.0	0.0	0.0	0.0
ADAM3A	0.0	0.0	0.0	0.0
RP11-170L3.7	0.0	0.0	0.0	0.0
PCDHB11	0.0	0.0	0.0	0.0
ZNF628	0.0	0.0	0.0	0.0
GALP	0.0	0.0	0.0	0.0
SLC2A10	0.0	0.0	0.0	0.0
ZNF665	0.0	0.0	0.0	0.0
RPF2	194.0	33.0	9.0	238.0
LINC00477	0.0	0.0	0.0	0.0
SLC28A3	0.0	0.0	0.0	0.0
FAM177B	0.0	0.0	0.0	0.0
MIB2	54.0	8.0	0.0	12.0
OR6Y1	0.0	0.0	0.0	0.0
MYO5A	0.0	0.0	0.0	0.0
C5orf56	0.0	0.0	0.0	0.0
GZMM	0.0	0.0	0.0	0.0
ATG7	0.0	12.0	13.0	47.0
PRAMENP	0.0	0.0	0.0	0.0
RP11-460N11.2	0.0	0.0	0.0	0.0
SIPA1L1	0.0	2.0	4.0	0.0
TTC30A	0.0	0.0	0.0	0.0
SSPO	0.0	0.0	0.0	0.0
ELANE	0.0	0.0	0.0	0.0
RAB40C	0.0	5.0	0.0	3.0
PIGN	20.0	0.0	0.0	1.0
COL4A6	0.0	0.0	0.0	0.0
ZNF624	0.0	0.0	0.0	0.0
HHLA3	0.0	3.0	0.0	0.0
RPS17P2	1.0	0.0	0.0	0.0
HOXA4	0.0	0.0	0.0	0.0
TOPORS	30.0	4.0	8.0	85.0
BCO2	0.0	0.0	0.0	0.0
GPX1P1	58.0	78.0	5.0	66.0
KCNMB2	0.0	0.0	0.0	0.0
AC107218.3	0.0	0.0	0.0	0.0
ENTPD6	0.0	79.0	0.0	187.0
DMBX1	0.0	0.0	0.0	0.0
KLKP1	0.0	0.0	0.0	0.0
OR11L1	0.0	0.0	0.0	0.0
ENPP1	28.0	110.0	4.0	13.0
ATP11AUN	0.0	0.0	0.0	0.0
CCDC154	0.0	0.0	0.0	0.0
FAR1	1.0	0.0	0.0	0.0
C5orf42	45.0	20.0	6.0	0.0
ZNF841	0.0	3.0	0.0	0.0
MFAP5	0.0	0.0	0.0	0.0
MYH6	0.0	1.0	0.0	0.0
VN1R5	0.0	0.0	0.0	0.0
ZNF615	0.0	0.0	0.0	4.0
CXorf40A	0.0	39.0	0.0	77.0
CDC42SE1	2.0	30.0	0.0	0.0
UBE2Q2P12	0.0	0.0	0.0	0.0
MPEG1	0.0	0.0	0.0	0.0
SERPINB2	0.0	0.0	0.0	0.0
DPP4	9.0	21.0	1.0	146.0
SERPINB13	0.0	0.0	0.0	0.0
AC106870.2	0.0	0.0	0.0	0.0
PDCD1LG2	0.0	0.0	0.0	0.0
ZNF433	0.0	0.0	2.0	0.0
CCER1	0.0	0.0	0.0	0.0
DNAH10	0.0	0.0	0.0	0.0
SLC22A24	0.0	0.0	0.0	0.0
AC007952.6	0.0	0.0	0.0	0.0
RP4-724E16.2	0.0	0.0	0.0	0.0
OR51C1P	0.0	0.0	0.0	0.0
KRTAP26-1	0.0	0.0	0.0	0.0
CBX3P7	0.0	0.0	0.0	0.0
SPTAN1	47.0	23.0	5.0	43.0
NMB	81.0	2.0	0.0	61.0
PARVA	0.0	54.0	1.0	4.0
KLHL14	0.0	0.0	0.0	0.0
OR6C74	0.0	0.0	0.0	0.0
FAM114A1	118.0	60.0	1.0	25.0
RPE	25.0	4.0	5.0	159.0
ZNF460	0.0	0.0	7.0	149.0
CR1L	0.0	0.0	0.0	0.0
PHF2	0.0	0.0	1.0	0.0
RPS26	359.0	496.0	97.0	637.0
C14orf178	0.0	0.0	0.0	0.0
PTMAP2	3.0	4.0	2.0	1.0
SCGB1D4	0.0	0.0	0.0	0.0
PSAP	637.0	600.0	98.0	995.0
S100A10	182.0	364.0	91.0	467.0
CFAP43	0.0	0.0	0.0	0.0
LHFPL5	0.0	0.0	0.0	0.0
RPL37A	1509.0	1577.0	205.0	1161.0
HOXC6	0.0	0.0	8.0	0.0
TXNRD3	0.0	0.0	0.0	20.0
CFD	0.0	3.0	0.0	0.0
STPG3	0.0	0.0	0.0	0.0
MAP1LC3C	0.0	0.0	0.0	0.0
MCMBP	47.0	33.0	29.0	3.0
EME2	0.0	0.0	0.0	0.0
KLHDC1	40.0	0.0	0.0	0.0
ZNF81	0.0	0.0	0.0	0.0
TAF13	113.0	5.0	1.0	1.0
ZNF780A	0.0	0.0	0.0	34.0
ATAD3A	27.0	60.0	9.0	2.0
OR5B17	0.0	0.0	0.0	0.0
OR52M1	0.0	0.0	0.0	0.0
IGKV7-3	0.0	0.0	0.0	0.0
FAM118B	119.0	43.0	6.0	0.0
ZNF461	0.0	0.0	0.0	0.0
CTC-301O7.4	0.0	0.0	0.0	0.0
RP1-253P7.4	0.0	0.0	0.0	0.0
CCDC180	0.0	0.0	0.0	0.0
SLC9A8	0.0	0.0	2.0	0.0
OCLN	0.0	0.0	0.0	52.0
C4orf22	0.0	0.0	0.0	0.0
HIST4H4	0.0	0.0	0.0	0.0
CYP2A13	0.0	0.0	0.0	0.0
ZNF181	0.0	0.0	0.0	1.0
SLC22A20	0.0	0.0	0.0	0.0
OR8G1	0.0	0.0	0.0	0.0
FAM212B	0.0	9.0	0.0	0.0
ZNF44	21.0	2.0	0.0	8.0
GPAA1	63.0	37.0	24.0	124.0
ADAMTSL2	0.0	0.0	0.0	0.0
SGTB	130.0	29.0	9.0	0.0
ZNF790	0.0	0.0	0.0	0.0
OR5M12P	0.0	0.0	0.0	0.0
PRB3	0.0	0.0	1.0	0.0
FAM49A	2.0	0.0	0.0	0.0
MYO1C	24.0	6.0	0.0	0.0
MDS2	0.0	0.0	0.0	0.0
OR7E13P	0.0	0.0	0.0	0.0
NKIRAS1	1.0	18.0	0.0	61.0
OR1S2	0.0	0.0	0.0	0.0
UGT2B17	0.0	0.0	0.0	0.0
MEIG1	0.0	0.0	0.0	0.0
SLC22A12	0.0	0.0	0.0	0.0
KIF13B	0.0	42.0	4.0	0.0
NRAP	0.0	0.0	0.0	0.0
ADH5	541.0	660.0	15.0	587.0
SLC22A6	0.0	0.0	0.0	0.0
HIST1H2BK	29.0	21.0	28.0	59.0
TEAD4	20.0	3.0	0.0	0.0
SPG7	13.0	25.0	3.0	15.0
HRNR	0.0	0.0	0.0	0.0
IFNA1	0.0	0.0	0.0	0.0
HES5	0.0	0.0	0.0	0.0
C2orf27A	0.0	0.0	0.0	0.0
ZNF677	0.0	0.0	0.0	0.0
ERO1A	2.0	4.0	8.0	55.0
ZNF823	0.0	1.0	0.0	0.0
CYYR1-AS1	0.0	0.0	0.0	0.0
ZNF311	0.0	0.0	0.0	0.0
ZNF347	0.0	0.0	0.0	0.0
OR5H2	0.0	0.0	0.0	0.0
PLCG2	0.0	0.0	0.0	0.0
FCHSD1	41.0	0.0	0.0	0.0
ZNF71	42.0	21.0	13.0	35.0
AADACL2	0.0	0.0	0.0	0.0
S100A6	120.0	48.0	8.0	50.0
RPL12	1124.0	1098.0	167.0	1569.0
DNM3	0.0	0.0	0.0	0.0
ZNF121	7.0	54.0	13.0	0.0
MPZL1	53.0	80.0	5.0	250.0
VPS13A	0.0	0.0	6.0	0.0
MBP	0.0	0.0	0.0	0.0
AKAP17A	0.0	61.0	0.0	55.0
ELOVL2	69.0	28.0	4.0	0.0
GOLGA6L9	0.0	0.0	0.0	0.0
LEKR1	0.0	0.0	0.0	0.0
C1orf122	104.0	21.0	5.0	27.0
OR51A8P	0.0	0.0	0.0	0.0
